Nombre,ISIN,Último Precio,Rendimiento 12 Meses,Categoría Morningstar,Medalist Rating,Rating Morningstar para Fondos,Rating ESG Morningstar Para Fondos,Patrimonio (moneda base),Fecha Patrimonio Fondo,Costes PRIIPs KID,Fecha de creación
WisdomTree Europe SmallCap Div UCITS ETF,IE00BQZJC527,"19,82 €","4,76 %",Europe Small-Cap Equity,,,,"73,09 M€",13 oct 2025,"0,38 %",21 oct 2014
WisdomTree Eurozone QualDivGr ETF EUR Ac,IE00BZ56TQ67,"25,16 €","0,00 %",Eurozone Large-Cap Equity,,,,"46,29 M€",13 oct 2025,"0,29 %",29 jun 2016
WisdomTree Flt Rate Trsy Bnd ETF USD Acc,IE00BJJYYX67,"59,43 US$","0,00 %",USD Ultra Short-Term Bond,,,,"267,94 MUS$",13 oct 2025,"0,15 %",21 mar 2019
WisdomTree FTSE MIB Banks ETP,IE00BYMB4Q22,"684,22 €","0,00 %",Sector Equity Financial Services,,—,—,"28,94 M€",13 oct 2025,"0,35 %",24 nov 2016
WisdomTree Gasoline ETC,GB00B15KXW40,—,"0,00 %",Commodities - Energy,—,—,—,"4,88 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Glb Efficient Cor ETFUSDAcc,IE00077IIPQ8,"29,64 US$",—,USD Aggressive Allocation,—,—,,"38,77 MUS$",13 oct 2025,"0,25 %",5 nov 2024
WisdomTree GlblAutoInnovators ETF USD Ac,IE000TB3YTV4,"37,29 US$","0,00 %",Sector Equity Technology,,,,"2,80 MUS$",13 oct 2025,"0,45 %",22 sept 2022
WisdomTree Global Quality Gr ETF USD Acc,IE000Y83YZ44,"27,71 US$",—,Global Large-Cap Growth Equity,—,—,,"2,22 MUS$",13 oct 2025,"0,35 %",19 feb 2025
WisdomTree Global Sst Eq ETF USD Acc,IE000XNILW20,"28,63 US$","0,00 %",Global Large-Cap Blend Equity,,—,,"399,33 MUS$",13 oct 2025,"0,29 %",5 jun 2024
WisdomTree Globl Qual Div Gr ETF EURHAcc,IE0007M3MLF3,"20,11 €","0,00 %",Other Equity,—,—,,—,—,"0,43 %",20 mar 2023
WisdomTree Globl Qual Div Gr ETF USD Acc,IE00BZ56SW52,"44,35 US$","0,00 %",Global Equity Income,,,,—,—,"0,38 %",3 jun 2016
WisdomTree Gold ETC,GB00B15KXX56,"11,49 US$","0,00 %",Commodities - Precious Metals,—,—,—,"118,26 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Grains ETC,GB00B15KYL00,—,"0,00 %",Commodities - Other,—,—,—,"14,77 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Heating Oil ETC,GB00B15KXY63,"31,08 US$","0,00 %",Commodities - Energy,—,—,—,"3,45 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Japan Equity ETF - USD Acc,IE00BYQCZN58,"34,63 US$","0,00 %",Japan Large-Cap Blend Equity,,,,"457,18 MUS$",2 oct 2025,"0,40 %",2 nov 2015
WisdomTree Japan Equity ETF - USD Hedged,IE00BVXC4854,"40,61 US$","1,78 %",Other Equity,—,—,,"457,18 MUS$",2 oct 2025,"0,48 %",18 may 2015
WisdomTree Lean Hogs ETC,JE00BN7KB771,—,"0,00 %",Commodities - Other,—,—,—,"3,25 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Live Cattle ETC,GB00B15KY096,"9,97 US$","0,00 %",Commodities - Other,—,—,—,"2,88 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Livestock ETC,GB00B15KYK92,—,"0,00 %",Commodities - Other,—,—,—,"1,35 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Long AUD Short EUR,JE00B3XGSP64,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"815.222,00 €",13 oct 2025,"0,39 %",1 jul 2010
WisdomTree Long CHF Short EUR,JE00B3MR2Q90,"31,28 US$","0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"1,47 M€",13 oct 2025,"0,39 %",17 feb 2010
WisdomTree Long CHF Short EUR 3x Daily,JE00B3XPTF07,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"397.282,00 €",13 oct 2025,"0,98 %",10 feb 2011
WisdomTree Long CNY Short USD,JE00B6822V48,"53,94 US$","0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"311.407,00 US$",13 oct 2025,"0,59 %",18 jun 2010
WisdomTree Long EUR Short USD,JE00B68GS416,"34,46 US$","0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"373.039,00 US$",13 oct 2025,"0,39 %",6 nov 2009
WisdomTree Long GBP Short EUR,JE00B3LXVB68,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"4,41 M€",13 oct 2025,"0,39 %",17 feb 2010
WisdomTree Long GBP Short EUR 3x Daily,JE00B3R2DZ58,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"297.832,00 €",13 oct 2025,"0,98 %",10 feb 2011
WisdomTree Long JPY Short EUR,JE00B3MWC642,"27,71 €","0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"14,29 M€",13 oct 2025,"0,39 %",17 feb 2010
WisdomTree Long JPY Short EUR 3x Daily,JE00B3WDZY68,"5,12 €","0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"5,11 M€",13 oct 2025,"0,98 %",10 feb 2011
WisdomTree Long NOK Short EUR,JE00B3MRDD32,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"3,26 M€",13 oct 2025,"0,39 %",17 feb 2010
WisdomTree Long SEK Short EUR,JE00B3MQG751,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"4,27 M€",13 oct 2025,"0,39 %",17 feb 2010
WisdomTree Long USD Short EUR,JE00B3RNTN80,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"3,69 M€",13 oct 2025,"0,39 %",1 jul 2010
WisdomTree Long USD Short EUR 3x Daily,JE00B3QQ4551,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"3,30 M€",13 oct 2025,"0,98 %",10 feb 2011
WisdomTree Megatrends ETF USD Acc,IE0000902GT6,"38,45 US$","0,00 %",Global Large-Cap Growth Equity,,—,,"31,35 MUS$",13 oct 2025,"0,50 %",5 dic 2023
WisdomTree Natural Gas ETC,JE00BN7KB334,—,"0,00 %",Commodities - Energy,—,—,—,"102,94 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree New Economy RE ETF - USD Acc,IE000MO2MB07,"29,83 US$","0,00 %",Property - Indirect Global,,,,"10,46 MUS$",13 oct 2025,"0,45 %",7 feb 2022
WisdomTree Nickel ETC,GB00B15KY211,—,"0,00 %",Commodities - Industrial & Broad Metals,—,—,—,"101,77 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Petroleum 2x Daily Lvrgd ETC,JE00BDD9Q733,—,"0,00 %",Trading - Leveraged/Inverse Commodities,—,—,—,"1,46 MUS$",13 oct 2025,"1,03 %",11 mar 2008
WisdomTree Petroleum ETC,GB00B15KYC19,—,"0,00 %",Commodities - Energy,—,—,—,"5,52 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Physical Cardano,GB00BNGJ9J32,"8,38 US$","0,00 %",Digital Assets,—,—,—,"7,77 MUS$",13 oct 2025,"0,50 %",18 mar 2022
WisdomTree Physical Crypto Altcoins,GB00BMTP1519,"4,95 US$","0,00 %",Digital Assets,—,—,—,"38,55 MUS$",13 oct 2025,"0,70 %",22 nov 2021
WisdomTree Physical Crypto Market,GB00BMTP1626,"9,48 US$","0,00 %",Digital Assets,—,—,—,"15,88 MUS$",13 oct 2025,"0,70 %",18 nov 2021
WisdomTree Physical Crypto MegaCapEqlWgt,GB00BMTP1733,"13,78 US$","0,00 %",Digital Assets,—,—,—,"12,66 MUS$",13 oct 2025,"0,40 %",24 nov 2021
WisdomTree Physical Ethereum ETC,GB00BJYDH394,"29,65 US$","0,00 %",Digital Assets,—,—,—,"244,15 MUS$",13 oct 2025,"0,35 %",27 abr 2021
WisdomTree Physical Polkadot,GB00BNGJ9H18,"2,36 US$","0,00 %",Digital Assets,—,—,—,"2,00 MUS$",13 oct 2025,"0,50 %",18 mar 2022
WisdomTree Physical Solana,GB00BNGJ9G01,"26,58 US$","0,00 %",Digital Assets,—,—,—,"547,52 MUS$",13 oct 2025,"0,50 %",18 mar 2022
WisdomTree Physical Swiss Gold ETC,JE00B588CD74,—,"0,00 %",Commodities - Precious Metals,—,—,—,"5023,07 MUS$",13 oct 2025,"0,15 %",16 dic 2009
WisdomTree Precious Metals ETC,GB00B15KYF40,—,"0,00 %",Commodities - Precious Metals,—,—,—,"111,10 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Quantum Computing ETF USD Acc,IE000W8WMSL2,"35,54 US$",—,Sector Equity Technology,—,—,,"46,13 MUS$",13 oct 2025,"0,50 %",27 ago 2025
WisdomTree Recycling ETF USD Acc,IE000LG4J7E7,"19,19 US$","0,00 %",Sector Equity Ecology,,,,"3,68 MUS$",13 oct 2025,"0,45 %",22 abr 2022
WisdomTree Renewable Energy ETF,IE000P3D0W60,"27,20 US$","0,00 %",Sector Equity Alternative Energy,,—,,"9,86 MUS$",13 oct 2025,"0,45 %",7 jun 2023
WisdomTree Short AUD Long EUR,JE00B3QSB726,"35,59 €","0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"31.624,00 €",13 oct 2025,"0,39 %",1 jul 2010
WisdomTree Short CHF Long EUR,JE00B3L54023,"33,15 US$","0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"277.212,00 €",13 oct 2025,"0,39 %",17 feb 2010
WisdomTree Short CHF Long EUR 3x Dl,JE00B3S71Q64,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"1,02 M€",13 oct 2025,"0,98 %",10 feb 2011
WisdomTree Short CNY Long USD,JE00B66M4S72,"39,18 US$","0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"575.823,00 US$",13 oct 2025,"0,59 %",18 jun 2010
WisdomTree Short GBP Long EUR,JE00B3MVPQ29,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"291.312,00 €",13 oct 2025,"0,39 %",17 feb 2010
WisdomTree Short GBP Long EUR 3x Dl,JE00B3RQ6R05,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"222.168,00 €",13 oct 2025,"0,98 %",10 feb 2011
WisdomTree Short JPY Long EUR,JE00B3KNMS14,"59,18 €","0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"144.125,00 €",13 oct 2025,"0,39 %",17 feb 2010
WisdomTree Short JPY Long EUR 3x Dl,JE00B44CBN95,"80,74 €","0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"186.829,00 €",13 oct 2025,"0,98 %",10 feb 2011
WisdomTree Short NOK Long EUR,JE00B3LGQQ51,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"99.235,00 €",13 oct 2025,"0,39 %",17 feb 2010
WisdomTree Short SEK Long EUR,JE00B3NXB475,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"86.244,00 €",13 oct 2025,"0,39 %",17 feb 2010
WisdomTree Short USD Long EUR,JE00B3SBYQ91,—,"0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"113,41 M€",13 oct 2025,"0,39 %",1 jul 2010
WisdomTree Short USD Long EUR 3x Dl,JE00B3T3K772,"7,64 €","0,00 %",Trading - Leveraged/Inverse Other,—,—,—,"64,32 M€",13 oct 2025,"0,98 %",10 feb 2011
WisdomTree Silver ETC,GB00B15KY328,"47,97 US$","0,00 %",Commodities - Precious Metals,—,—,—,"100,28 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Softs ETC,GB00B15KYJ87,—,"0,00 %",Commodities - Other,—,—,—,"4,51 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Soybean Oil ETC,GB00B15KY435,—,"0,00 %",Commodities - Other,—,—,—,"1,98 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Soybeans ETC,GB00B15KY542,"21,55 US$","0,00 %",Commodities - Other,—,—,—,"16,39 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree Strat Mtls&RareErthsMnrsETF$A,IE000KHX9DX6,"47,19 US$","0,00 %",Sector Equity Natural Resources,,—,,"75,74 MUS$",13 oct 2025,"0,50 %",3 abr 2024
WisdomTree Strategic Mtls ETF EUR H Acc,IE000611IJM3,"11,52 €",—,Commodities - Industrial & Broad Metals,—,—,—,—,—,"0,55 %",7 ene 2025
WisdomTree Strategic Mtls ETF USD Acc,IE0007UE04X9,"11,78 US$",—,Commodities - Industrial & Broad Metals,—,—,—,—,—,"0,55 %",7 ene 2025
WisdomTree Sugar ETC,GB00B15KY658,—,"0,00 %",Commodities - Other,—,—,—,"11,92 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree UK Quality Div Gr ETF GBP,IE0003UH9270,"GBX3035,00","2,77 %",UK Large-Cap Equity,,—,,"9,70 MGBP",13 oct 2025,"0,29 %",13 nov 2023
WisdomTree Uranium & Nucler Ey ETF $ Acc,IE0003BJ2JS4,"59,87 US$",—,Commodities - Energy,—,—,—,"108,97 MUS$",13 oct 2025,"0,45 %",5 mar 2025
WisdomTree US Efficient Core ETF USD Acc,IE000KF370H3,"38,58 US$","0,00 %",US Large-Cap Blend Equity,,—,,"25,11 MUS$",13 oct 2025,"0,20 %",10 oct 2023
WisdomTree US Eqty Income ETF GBP Hdg Ac,IE00BD6RZZ53,"GBX2292,00","0,00 %",Other Equity,—,—,,"108,28 MGBP",2 oct 2025,"0,35 %",2 nov 2016
WisdomTree US Eqty Income UCITS ETF Acc,IE00BD6RZT93,"32,46 US$","0,00 %",US Equity Income,,,,"145,32 MUS$",2 oct 2025,"0,29 %",3 nov 2016
WisdomTree US Equity Income UCITS ETF,IE00BQZJBQ63,"25,95 US$","2,88 %",US Equity Income,,,,"145,32 MUS$",2 oct 2025,"0,29 %",21 oct 2014
WisdomTree US Quality Div Gr ETF EURHAcc,IE000CXVOXQ1,"19,28 €","0,00 %",Other Equity,—,—,,"655,99 M€",2 oct 2025,"0,35 %",31 jul 2023
WisdomTree US Quality Div Gr ETF GBPH,IE000IGMB3E1,"GBX1928,80","1,06 %",Other Equity,—,—,,"572,52 MGBP",2 oct 2025,"0,35 %",31 jul 2023
WisdomTree US Quality Div Gr ETF USD Acc,IE00BZ56RG20,"52,09 US$","0,00 %",US Equity Income,,,,"768,39 MUS$",2 oct 2025,"0,33 %",3 jun 2016
WisdomTree US Quality Growth ETF USD Acc,IE000YGEAK03,"36,49 US$","0,00 %",US Large-Cap Growth Equity,,—,,"24,36 MUS$",13 oct 2025,"0,33 %",16 abr 2024
WisdomTree Wheat ETC,JE00BN7KB664,"4,05 US$","0,00 %",Commodities - Other,—,—,—,"86,33 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WisdomTree WTI Crude Oil ETC,GB00B15KXV33,—,"0,00 %",Commodities - Energy,—,—,—,"502,90 MUS$",13 oct 2025,"0,54 %",22 sept 2006
WTI CRUDE ÖL (TR) ETC,DE000PS7WT17,—,—,Commodities - Energy,—,—,—,"11,25 M€",13 oct 2025,"0,59 %",18 abr 2017
X Europe Equity Enhanced Active ETF,IE00002ZKAP0,"31,32 €",—,Europe Large-Cap Blend Equity,—,—,,"41,73 M€",13 oct 2025,"0,25 %",14 may 2025
X US Equity Enhanced Active ETF,IE0002PGSLZ5,"33,99 US$",—,US Large-Cap Blend Equity,—,—,,"108,58 MUS$",13 oct 2025,"0,20 %",14 may 2025
X World Equity Enhanced Active ETF,IE00094GSCQ4,"33,67 US$",—,Global Large-Cap Blend Equity,—,—,,"119,59 MUS$",13 oct 2025,"0,25 %",14 may 2025
XACT Bear 2 ETF,SE0005466505,—,"0,00 %",Trading - Leveraged/Inverse Equity,—,—,—,"343,31 MSEK",13 oct 2025,"0,61 %",6 nov 2009
XACT Bear ETF,SE0005466513,—,"0,00 %",Trading - Leveraged/Inverse Equity,—,—,—,"161,64 MSEK",13 oct 2025,"0,61 %",8 feb 2005
XACT Bull 2 ETF,SE0003051010,—,"0,00 %",Trading - Leveraged/Inverse Equity,—,—,—,"1253,79 MSEK",13 oct 2025,"0,61 %",6 nov 2009
XACT Bull ETF,SE0001342395,—,"0,00 %",Trading - Leveraged/Inverse Equity,—,—,—,"479,56 MSEK",13 oct 2025,"0,61 %",8 feb 2005
XACT Norden,SE0001710914,—,"0,00 %",Nordic Equity,,,,"1362,30 M€",30 sept 2025,"0,15 %",4 may 2006
XACT Nordic High Div Low Vol ETF,SE0009778954,—,"4,67 %",Nordic Equity,,,,—,—,"0,30 %",31 mar 2017
XACT Obligation ETF,SE0007491287,—,"0,00 %",SEK Diversified Bond,,,,"6869,60 MSEK",13 oct 2025,"0,10 %",9 feb 2016
XACT OMXC25 ESG A1 DKK,SE0011452127,—,"0,00 %",Denmark Equity,,,,"4919,06 MDKK",13 oct 2025,"0,21 %",4 feb 2019
XACT OMXS30 ESG ETF,SE0000693293,—,"0,00 %",Sweden Equity,,,,"8409,56 MSEK",13 oct 2025,"0,10 %",30 oct 2000
XACT Svenska Småbolag,SE0007491261,—,"0,00 %",Sweden Small/Mid-Cap Equity,,,,"1964,75 MSEK",30 sept 2025,"0,31 %",9 feb 2016
XACT Sverige (UCITS ETF),SE0001056045,—,"3,92 %",Sweden Equity,,,,"3015,36 MSEK",13 oct 2025,"0,15 %",2 jun 2003
Xetra-Gold,DE000A0S9GB0,—,—,Commodities - Precious Metals,—,—,—,"20,16 mil M€",13 oct 2025,—,14 dic 2007
Xtrackers AI & Big Data ETF 1C,IE00BGV5VN51,—,"0,00 %",Sector Equity Technology,,,,"6699,40 MUS$",13 oct 2025,"0,35 %",29 ene 2019
Xtrackers ATX ETF 1C,LU0659579063,—,"0,00 %",Austria Equity,,,,"64,37 M€",13 oct 2025,"0,25 %",11 nov 2011
Xtrackers CAC 40 ETF 1D,LU0322250985,—,"2,88 %",France Equity,,,,"106,35 M€",13 oct 2025,"0,20 %",9 jul 2008
Xtrackers Comdty ex Agri Swap ETF 1C EUR,LU0292106167,—,"0,00 %",Commodities - Broad Basket,—,—,—,"377,35 M€",13 oct 2025,"0,39 %",29 jun 2007
Xtrackers Comdty ex Agri Swap ETF 3C GBP,LU0460391906,—,"0,00 %",Commodities - Broad Basket,—,—,—,"327,34 MGBP",13 oct 2025,"0,39 %",9 feb 2011
Xtrackers Commodity Swap ETF 1C,LU2278080713,—,"0,00 %",Commodities - Broad Basket,—,—,—,"17,80 MUS$",13 oct 2025,"0,19 %",3 nov 2021
Xtrackers Commodity Swap ETF 2C EUR,LU0429790743,—,"0,00 %",Commodities - Broad Basket,—,—,—,"15,40 M€",13 oct 2025,"0,24 %",9 jul 2009
Xtrackers CSI300 Swap ETF 1C,LU0779800910,—,"0,00 %",China Equity - A Shares,,,,"1533,38 MUS$",13 oct 2025,"0,50 %",27 jun 2012
Xtrackers CSI500 Swap ETF 1C,LU2788421340,—,"0,00 %",China Equity,—,—,,"124,46 MUS$",13 oct 2025,"0,35 %",31 jul 2024
Xtrackers DAX ESG Screened ETF 1D,LU0838782315,—,"2,52 %",Germany Equity,,,,"458,27 M€",13 oct 2025,"0,08 %",28 nov 2012
Xtrackers DAX ESG Screened ETF 2C USD,LU1221100792,—,"0,00 %",Other Equity,—,—,,"529,81 MUS$",13 oct 2025,"0,18 %",13 ene 2016
Xtrackers DAX ESG Screened ETF 4C CHF,LU1221102491,—,"0,00 %",Other Equity,—,—,,"426,65 MCHF",13 oct 2025,"0,18 %",13 ene 2016
Xtrackers DAX ETF 1C,LU0274211480,—,"0,00 %",Germany Equity,,,,"6663,96 M€",13 oct 2025,"0,09 %",10 ene 2007
Xtrackers Developed Green RE ESG ETF 1C,IE00BN2BCY94,—,—,Property - Indirect Global,—,—,,"9,09 MUS$",28 abr 2025,"0,18 %",7 nov 2024
Xtrackers EM Net Zero PAB ETF 1C,IE000TZT8TI0,—,"0,00 %",Global Emerging Markets Equity,,—,,"32,36 MUS$",13 oct 2025,"0,20 %",8 nov 2022
Xtrackers EMU Net Zero PAB ETF 1C,IE000Y6L6LE6,—,"0,00 %",Eurozone Large-Cap Equity,,,,"7,95 M€",13 oct 2025,"0,15 %",17 feb 2022
Xtrackers ESG Eurz Govt Bd ETF 1C,LU2468423459,—,"0,00 %",EUR Government Bond,,,,"92,71 M€",13 oct 2025,"0,15 %",22 jun 2022
Xtrackers ESG Global Agg Bond ETF 1D,LU0942970103,—,"2,72 %",Global Diversified Bond,,,,"817,42 MUS$",13 oct 2025,"0,10 %",6 mar 2014
Xtrackers ESG Global Agg Bond ETF 2C USD,LU0942970285,—,"0,00 %",Global Diversified Bond - USD Hedged,,,,"817,42 MUS$",13 oct 2025,"0,10 %",6 mar 2014
Xtrackers ESG Global Agg Bond ETF 3D GBP,LU0942970368,—,"2,75 %",Global Diversified Bond - GBP Hedged,,,,"613,33 MGBP",13 oct 2025,"0,10 %",19 abr 2016
Xtrackers ESG Global Agg Bond ETF 4C CHF,LU0942970442,—,"0,00 %",Global Diversified Bond - CHF Hedged,,,,"658,27 MCHF",13 oct 2025,"0,10 %",24 mar 2014
Xtrackers ESG Global Agg Bond ETF 5C EUR,LU0942970798,—,"0,00 %",Global Diversified Bond - EUR Hedged,,,,"707,05 M€",13 oct 2025,"0,10 %",6 mar 2014
Xtrackers ESG Global Govt Bd ETF 2D GBP,LU2385068247,—,"2,24 %",Global Government Bond - GBP Hedged,,,,"28,84 MGBP",13 oct 2025,"0,25 %",7 dic 2021
Xtrackers ESG Global Govt Bd ETF 3D USD,LU2385068320,—,"2,29 %",Global Government Bond - USD Hedged,,,,"38,43 MUS$",13 oct 2025,"0,25 %",7 dic 2021
Xtrackers ESG USD EM QW ETF 1D,IE00BD4DX952,—,"4,65 %",Global Emerging Markets Bond,,,,"280,35 MUS$",13 oct 2025,"0,45 %",6 abr 2016
Xtrackers ESG USD EM QW ETF 2D EUR,IE00BD4DXB77,—,"4,67 %",Global Emerging Markets Bond - EUR Hedged,,,,"242,50 M€",13 oct 2025,"0,50 %",31 jul 2017
Xtrackers EUR Corp Bd SDu SRI PAB ETF 1C,LU2178481649,—,"0,00 %",EUR Corporate Bond - Short Term,,,,"1633,73 M€",13 oct 2025,"0,16 %",23 jul 2020
Xtrackers EUR Corp Bd SRI PAB ETF1D,LU0484968812,—,"2,36 %",EUR Corporate Bond,,,,"2439,07 M€",13 oct 2025,"0,16 %",18 oct 2010
Xtrackers EUR Corp Green Bd ETF 1C,IE000MCVFK47,—,"0,00 %",EUR Corporate Bond,,,,"152,99 M€",13 oct 2025,"0,25 %",24 jun 2021
Xtrackers EUR Corp Yield Plus ETF 1D,IE00BYPHT736,—,"2,76 %",EUR Corporate Bond,,,,"515,95 M€",13 oct 2025,"0,25 %",9 jun 2016
Xtrackers EUR Corporate Bd ETF 1C,LU0478205379,—,"0,00 %",EUR Corporate Bond,,,,"4722,25 M€",13 oct 2025,"0,09 %",23 feb 2010
Xtrackers EUR Covered Bond Swap ETF 1C,LU0820950128,—,"0,00 %",EUR Corporate Bond,,,—,"2,94 M€",10 oct 2025,"0,20 %",27 nov 2012
Xtrackers EUR HY Corp Bd SRI PAB ETF 1C,IE0006GNB732,—,"0,00 %",EUR High Yield Bond,,,,"37,13 M€",13 oct 2025,"0,25 %",22 jun 2022
Xtrackers EUR HY Corp Bond ETF 1D,LU1109942653,—,"4,70 %",EUR High Yield Bond,,,—,"2356,46 M€",13 oct 2025,"0,20 %",8 ene 2015
Xtrackers EUR Overnight Rate Swap ETF 1C,LU0290358497,—,"0,00 %",Money Market - Other,—,—,—,"18,56 mil M€",10 oct 2025,"0,10 %",25 may 2007
Xtrackers EUR Overnight Rate Swap ETF 1D,LU0335044896,—,"2,75 %",Money Market - Other,—,—,—,"18,56 mil M€",10 oct 2025,"0,10 %",11 mar 2008
Xtrackers Euro Stoxx 50 ETF 1C,LU0380865021,—,"0,00 %",Eurozone Large-Cap Equity,,,,"10,52 mil M€",13 oct 2025,"0,09 %",29 ago 2008
Xtrackers Euro Stoxx 50 ETF 1D,LU0274211217,—,"2,65 %",Eurozone Large-Cap Equity,,,,"10,52 mil M€",13 oct 2025,"0,09 %",4 ene 2007
Xtrackers Euro Stoxx 50 ShDly Swp ETF 1C,LU0292106753,"5,97 €","0,00 %",Trading - Leveraged/Inverse Equity,—,—,,"35,86 M€",13 oct 2025,"0,40 %",5 jun 2007
Xtrackers Euro Stoxx Qual Div ETF 1D,LU0292095535,"26,08 €","5,01 %",Eurozone Large-Cap Equity,,,,"441,37 M€",13 oct 2025,"0,30 %",1 jun 2007
Xtrackers Europe Biodiversity SRI ETF 1C,IE000VMAR5O6,"38,05 €","0,00 %",Europe Large-Cap Blend Equity,,—,,"8,71 M€",13 oct 2025,"0,30 %",26 sept 2023
Xtrackers Europe Defence Techs ETF 1CEUR,LU3061478973,"30,05 €",—,Sector Equity Industrial Materials,—,—,,"14,47 M€",13 oct 2025,"0,15 %",12 ago 2025
Xtrackers Europe Net Zero PAB ETF 1C,IE0001JH5CB4,"39,72 €","0,00 %",Europe Large-Cap Blend Equity,,,,"5,97 M€",13 oct 2025,"0,15 %",25 ago 2022
Xtrackers Europe Small Cap ESG ETF 1C,IE000ER61U30,"29,68 €",—,Europe Small-Cap Equity,—,—,,"5,13 M€",13 oct 2025,"0,25 %",5 ago 2025
Xtrackers Eurz Gov Bd 7-10 ETF 2C USD,LU2523865991,"9,25 US$","0,00 %",Other Bond,—,—,,"1646,70 MUS$",13 oct 2025,"0,22 %",13 oct 2022
Xtrackers Eurz Govt Bd 0-1 ETF 1C,LU2641054122,"34,99 €","0,00 %",EUR Ultra Short-Term Bond,,—,,"14,55 M€",13 oct 2025,"0,07 %",12 sept 2023
Xtrackers Eurz Govt Bd 1-3 ETF 1C,LU0290356871,"173,38 €","0,00 %",EUR Government Bond - Short Term,,,,"2599,71 M€",13 oct 2025,"0,17 %",25 may 2007
Xtrackers Eurz Govt Bd 1-3 ETF 2C - USD,LU3003217554,"9,90 US$",—,Other Bond,—,—,,"3005,52 MUS$",13 oct 2025,"0,20 %",18 mar 2025
Xtrackers Eurz Govt Bd 15-30 ETF 1C,LU0290357507,"278,87 €","0,00 %",EUR Bond - Long Term,,,,"271,07 M€",13 oct 2025,"0,15 %",1 jun 2007
Xtrackers Eurz Govt Bd 25+ ETF 1C,LU0290357846,"257,50 €","0,00 %",EUR Bond - Long Term,,,,"122,40 M€",13 oct 2025,"0,17 %",5 jun 2007
Xtrackers Eurz Govt Bd 3-5 ETF 1C,LU0290356954,"207,04 €","0,00 %",EUR Government Bond,,,,"452,08 M€",13 oct 2025,"0,17 %",25 may 2007
Xtrackers Eurz Govt Bd 3-5 ETF 2C USD,LU2606231335,"9,79 US$","0,00 %",Other Bond,—,—,,"522,65 MUS$",13 oct 2025,"0,22 %",12 may 2023
Xtrackers Eurz Govt Bd 5-7 ETF 1C,LU0290357176,"236,16 €","0,00 %",EUR Government Bond,,,,"1008,75 M€",13 oct 2025,"0,17 %",30 may 2007
Xtrackers Eurz Govt Bd 5-7 ETF 2C - USD,LU3003217711,"10,12 US$",—,Other Bond,—,—,,"1166,21 MUS$",13 oct 2025,"0,20 %",18 mar 2025
Xtrackers Eurz Govt Bd 7-10 ETF 1C,LU0290357259,"254,18 €","0,00 %",EUR Government Bond,,,,"1424,36 M€",13 oct 2025,"0,17 %",30 may 2007
Xtrackers Eurz Govt Bd ESG Tilt ETF 1D,LU2504537445,"41,36 €","2,00 %",EUR Government Bond,,—,,"190,68 M€",13 oct 2025,"0,12 %",13 oct 2022
